,id,text,lemmas,pos
6458,409208612943585280,да мой любимый маршак зарелизился хоть и с новым вокалистом,да мыть любимый маршак зарелизиться хоть и с новый вокалист,PRCL VERB ADJF NOUN VERB PRCL CONJ PREP ADJF NOUN
6459,409208654471364608,все таки есть люди кому пить нельзя их тянет на приключения блин и никакие доводы на них не действуют и это после,всё таки есть человек кто пить нельзя они тянуть на приключение блин и никакой довод на они не действовать и это после,PRCL PRCL INFN NOUN NPRO INFN PRED NPRO VERB PREP NOUN INTJ CONJ ADJF NOUN PREP NPRO PRCL VERB CONJ PRCL PREP
6460,409208736347996162,о нееет мой младший братик делает мне прическу даже не знаю что получиться,о нееет мыть младший братик делать я причёска даже не знать что получиться,PREP None VERB ADJF NOUN VERB NPRO NOUN PRCL PRCL VERB CONJ INFN
6461,409208780245958656,серьезно злая будь добрей мне настроение испортили,серьёзно злой быть добрить я настроение испортить,ADVB ADJF VERB VERB NPRO NOUN VERB
6462,409208821467611136,свет а какой у тебя ответ в первой задаче см о о большой,свет а какой у ты ответ в первый задача смотреть о о большой,NOUN CONJ ADJF PREP NPRO NOUN PREP ADJF NOUN VERB PREP PREP ADJF
6463,409208822830747648,вы хотите такого котейку,вы хотеть такой котейка,NPRO VERB ADJF NOUN
6464,409208827624448000,я может не так понимаю но почему журнал который обновлялся октября на первом месте о о,я мочь не так понимать но почему журнал который обновляться октябрь на первый место о о,NPRO VERB PRCL CONJ VERB CONJ ADVB NOUN ADJF VERB NOUN PREP ADJF NOUN PREP PREP
6465,409209138225614848,иду на улицу а там ветер и снег,идти на улица а там ветер и снег,VERB PREP NOUN CONJ ADVB NOUN CONJ NOUN
6466,409209192487321600,у меня все отлично и мне плевать что теперь ты мне даже не друг,у я всё отлично и я плевать что теперь ты я даже не друг,PREP NPRO PRCL ADVB CONJ NPRO INFN CONJ ADVB NPRO NPRO PRCL PRCL NOUN
6467,409209233180467200,ну бляяяя всего минут и огромная толпа,ну бляяять всего минута и огромный толпа,PRCL GRND ADVB NOUN CONJ ADJF NOUN
6468,409209233817624576,гое даашинз нэгч алга бнашдээ,гое даашинза нэгч алга бнашдээ,None NOUN NOUN NOUN NOUN
6469,409209236024225792,никакой шелк не смог удержать мой ноготок,никакой шёлк не смочь удержать мыть ноготок,ADJF NOUN PRCL VERB INFN VERB NOUN
6470,409209397794336768,читая вопросы покупателей я начинаю терять веру в человечество,читать вопрос покупатель я начинать терять вера в человечество,GRND NOUN NOUN NPRO VERB INFN NOUN PREP NOUN
6471,409281510626578432,дренаж попер я прямо и не знаю хорошо это или плохо кровушка в пакетике,дренаж попереть я прямо и не знать хорошо это или плохо кровушка в пакетик,NOUN VERB NPRO ADVB CONJ PRCL VERB ADVB PRCL CONJ PRED NOUN PREP NOUN
6472,409281554729271296,да вот чот кайфолом в этот арс,да вот чот кайфол в этот арс,PRCL PRCL None NOUN PREP ADJF None
6473,409281555568545792,ну вот прочитал я ялома а толку все равно он за меня не возьмет ответственность за мою жизнь,ну вот прочитать я ялом а толк всё равно он за я не взять ответственность за мой жизнь,PRCL PRCL VERB NPRO NOUN CONJ NOUN PRCL CONJ NPRO PREP NPRO PRCL VERB NOUN PREP ADJF NOUN
6474,409281599491289088,морожу жопу в ожидании шиномонтажа а ведь я девочка и хочу платье,морозить жопа в ожидание шиномонтаж а ведь я девочка и хотеть платье,VERB NOUN PREP NOUN NOUN CONJ PRCL NPRO NOUN CONJ VERB NOUN
6475,409281656701599744,всем ясно,весь ясно,ADJF ADVB
6476,409281726209617920,да в упор не понимаю нахер ей туда надо она уже и так гражданка швеции а мне теперь опять надо искать людей с кем дружить,да в упор не понимать нахер она туда надо она уже и так гражданка швеция а я теперь опять надо искать человек с кто дружить,PRCL PREP NOUN PRCL VERB NOUN NPRO ADVB PRED NPRO ADVB CONJ CONJ NOUN NOUN CONJ NPRO ADVB ADVB PRED INFN NOUN PREP NPRO INFN
6477,409281726276702208,и почему этот день рождения завтра ни букета купить не могу ни подарка плакать хочется от досады,и почему этот день рождение завтра ни букет купить не мочь ни подарок плакать хотеться от досада,CONJ ADVB ADJF NOUN NOUN ADVB PRCL NOUN INFN PRCL VERB PRCL NOUN INFN VERB PREP NOUN
6478,409281781758582784,тебе хоть такое снится мне вообще дождевые черви приснились гадость,ты хоть такой сниться я вообще дождевой черви присниться гадость,NPRO PRCL ADJF VERB NPRO ADVB ADJF NOUN VERB NOUN
6479,409282096902189056,сегодня день настолько загружен сначала к сабише потом домой потом к девулям на концерт потом к дашуле капец,сегодня день настолько загрузить сначала к сабиш потом домой потом к девуля на концерт потом к дашуле капец,ADVB NOUN ADVB PRTS ADVB PREP NOUN ADVB ADVB ADVB PREP NOUN PREP NOUN ADVB PREP NOUN NOUN
6480,409282225642168320,пересмотрела марлиия в конце печалька сижу теперь,пересмотреть марлиия в конец печалька сидеть теперь,VERB NOUN PREP NOUN NOUN VERB ADVB
6481,409282312719699968,накупила себе гадостей а они даже не лезут лечу свое горло,накупить себя гадость а они даже не лезть лететь свой горло,VERB NPRO NOUN CONJ NPRO PRCL PRCL VERB VERB ADJF NOUN
6482,409282351878139904,потом оно сейчас страшное,потом оно сейчас страшный,ADVB NPRO ADVB ADJF
6483,409282354591838208,нас с сегодня обкидали на остановке снежками,мы с сегодня обкидать на остановка снежок,NPRO PREP ADVB VERB PREP NOUN NOUN
6484,409282412032831488,стс бездари запороли такой сериал как я встретил вашу маму слов не хватает,стс бездарь запороть такой сериал как я встретить ваш мама слово не хватать,NOUN NOUN VERB ADJF NOUN CONJ NPRO VERB ADJF NOUN NOUN PRCL VERB
6485,409282414071267328,мда центос это стабильность но блин когда требуется новый функционал я не хочу апач переставлять,мда центос это стабильность но блин когда требоваться новый функционал я не хотеть апач переставлять,INTJ NOUN PRCL NOUN CONJ INTJ CONJ VERB ADJF NOUN NPRO PRCL VERB NOUN INFN
6486,409282516986904576,ммм какая красота а я еще даже первого снега и не видела,ммм какой красота а я ещё даже первый снег и не видеть,NOUN ADJF NOUN CONJ NPRO PRCL PRCL ADJF NOUN CONJ PRCL VERB
6487,409282517288878080,и вот еще один выходной мы не увидимся,и вот ещё один выходной мы не увидеться,CONJ PRCL PRCL ADJF ADJF NPRO PRCL VERB
6488,409282559973937152,украинцы и русские братья по несчастью евромойдан,украинец и русский брат по несчастие евромойдать,NOUN CONJ ADJF NOUN PREP NOUN PRTS
6489,409282603695357952,неуловимый вы человек скажите а будет ваше выступление у нас где и когда никакой инфо столько вопросов,неуловимый вы человек сказать а быть ваш выступление у мы где и когда никакой инфо столько вопрос,ADJF NPRO NOUN VERB CONJ VERB ADJF NOUN PREP NPRO ADVB CONJ CONJ ADJF NOUN ADVB NOUN
6490,409282701511127040,я думала что значит что ты грустишь аххаха,я думать что значит что ты грустить аххах,NPRO VERB CONJ CONJ CONJ NPRO VERB NOUN
6491,409282753721413633,вроде как суббота а заняться как всегда нечем не считая уборки по дома,вроде как суббота а заняться как всегда нечего не считать уборка по дом,PRCL CONJ NOUN CONJ INFN CONJ ADVB NPRO PRCL GRND NOUN PREP NOUN
6492,409282859539902464,схватила вирус теперь на неделю слегла,схватить вирус теперь на неделя слечь,VERB NOUN ADVB PREP NOUN VERB
6493,409282902112075776,сижу у тети лены все по прежнему все такое же руслана не хватает,сидеть у тётя лена всё по прежний всё такой же руслан не хватать,VERB PREP NOUN NOUN PRCL PREP ADJF PRCL ADJF PRCL NOUN PRCL VERB
6494,409282987008598016,уоооооооооооо,уоооооооооооо,NOUN
6495,409282987625160705,у меня бы печень не выдержала,у я бы печень не выдержать,PREP NPRO PRCL NOUN PRCL VERB
6496,409283036065169408,крч мне пиздато в плохом смысле ухо отлежала что аж пиздец как болит,крч я пиздато в плохой смысл ухо отлежать что аж пиздец как болеть,None NPRO NOUN PREP ADJF NOUN NOUN VERB CONJ CONJ NOUN CONJ VERB
6497,409283075336830976,репортаж из леса тут холодно хочу в тепло,репортаж из лес тут холодно хотеть в тепло,NOUN PREP NOUN ADVB ADVB VERB PREP ADVB
6498,409283119490293760,пляпиздец за выходные непрочитанных рсс,пляпиздец за выходной непрочитанный рсс,NOUN PREP NOUN ADJF None
6499,409283278332764160,тыща одиннадцать,тысяча одиннадцать,NOUN NUMR
6500,409283282292211712,согласна но мой прогноз не так оптимистичен они не собираются заканчивать считаю что теперь примение любой силы оправдано,согласный но мыть прогноз не так оптимистичный они не собираться заканчивать считать что теперь примение любой сила оправдать,ADJS CONJ VERB NOUN PRCL CONJ ADJS NPRO PRCL VERB INFN VERB CONJ ADVB NOUN ADJF NOUN PRTS
6501,409283365003882496,мне бы такого не могууу прям никогда бы такому не изменила,я бы такой не могууа прям никогда бы такой не изменить,NPRO PRCL ADJF PRCL NOUN PRCL ADVB PRCL ADJF PRCL VERB
6502,409283405407215616,ну заебись теперь не иду гулять из за того что с ромой сижу,ну заестись теперь не идти гулять из за тот что с рома сидеть,PRCL VERB ADVB PRCL VERB INFN PREP PREP ADJF CONJ PREP NOUN VERB
6503,409283407647346688,люди у меня опять сдох мобильник ни у кого нет рабочего а буду безмерно благодарна денег нет могу угостить всяк,человек у я опять сдохнуть мобильник ни у кто нет рабочий а быть безмерно благодарный деньга нет мочь угостить всяк,NOUN PREP NPRO ADVB VERB NOUN PRCL PREP NPRO PRED ADJF CONJ VERB ADVB ADJS NOUN PRED VERB INFN ADJS
6504,409283450492162048,кого искала в кв нашла только фото а страничку нет,кто искать в кв найти только фото а страничка нет,NPRO VERB PREP NOUN VERB ADVB NOUN CONJ NOUN PRED
6505,409283451062218753,жаль что такой классный твиттерский анфолловил меня,жаль что такой классный твиттерский анфолловить я,PRED CONJ ADJF ADJF ADJF VERB NPRO
6506,409283496704610304,ахахха не знаю он классный просто и все оч крутой тип титан нравится мне и все,ахахха не знать он классный просто и всё оч крутой тип титан нравиться я и всё,NOUN PRCL VERB NPRO ADJF PRCL CONJ PRCL None ADJF NOUN NOUN VERB NPRO CONJ PRCL
6507,409283662039883776,когда же мы до этого дойдем очень многое зависит от нас самих,когда же мы до это дойти очень многое зависеть от мы сам,CONJ PRCL NPRO PREP NPRO VERB ADVB NPRO VERB PREP NPRO ADJF
6508,409283705891749888,пятеро жителей чечни задержаны за драку у кинотеатра прага в москве,пятеро житель чечня задержать за драка у кинотеатр прага в москва,NUMR NOUN NOUN PRTS PREP NOUN PREP NOUN NOUN PREP NOUN
6509,409283893859450880,моя весна какая то бракованная,мой весна какой то браковать,ADJF NOUN ADJF CONJ PRTF
6510,409283893892640768,открытие гипермаркета лента перенесли на ое едем в метро лента,открытие гипермаркета лента перенести на ое ехать в метро лента,NOUN NOUN NOUN VERB PREP None VERB PREP NOUN NOUN
6511,409284035538464768,до сих пор как то неловко что я задала девочке вопрос про грязное зеркало а она из за этого удалила свой профиль на этой спрашивалке,до сей пора как то неловко что я задать девочка вопрос про грязный зеркало а она из за это удалить свой профиль на этот спрашивалка,PREP ADJF NOUN CONJ CONJ ADVB CONJ NPRO VERB NOUN NOUN PREP ADJF NOUN CONJ NPRO PREP PREP NPRO VERB ADJF NOUN PREP ADJF NOUN
6512,409284140262252544,это сердечко я посвящаю тем кто погиб апреля в метро на станции октябрьская,это сердечко я посвящать тем кто погибнуть апрель в метро на станция октябрьский,PRCL NOUN NPRO VERB CONJ NPRO VERB NOUN PREP NOUN PREP NOUN ADJF
6513,409284141608607744,в понедельник встретимся да э,в понедельник встретиться да э,PREP NOUN VERB PRCL INTJ
6514,409284245295595520,я сама вчера весь вечер сайт обновляла а потом вспомнилачто его закрыли,я сам вчера весь вечер сайт обновлять а потом вспомнилачтый он закрыть,NPRO ADJF ADVB ADJF NOUN NOUN VERB CONJ ADVB ADJS NPRO VERB
6515,409284289847500801,и с кем новый год отмечать вообще без понятия,и с кто новый год отмечать вообще без понятие,CONJ PREP NPRO ADJF NOUN INFN ADVB PREP NOUN
6516,409284290384375808,это только видимость создается на самом деле нихерашеньки,это только видимость создаваться на самый дело нихерашенек,PRCL ADVB NOUN VERB PREP ADJF NOUN ADJS
6517,409284374182371328,за ааваа таныхаа гийг би даганаа л гэсцэн бгаа шд ааваа,за ааваа таныхаа гийг би даганаа л гэсцэн бгаа шд ааваа,PREP NOUN NOUN NOUN None NOUN NOUN NOUN NOUN None NOUN
6518,409284376732917760,ты так и будешь молчать,ты так и быть молчать,NPRO CONJ CONJ VERB INFN
6519,409284467409551360,почему в книге только сейчас стали так круто развиваться события когда мне нужно доделывать задание,почему в книга только сейчас стать так круто развиваться событие когда я нужно доделывать задание,ADVB PREP NOUN ADVB ADVB VERB CONJ ADVB INFN NOUN CONJ NPRO PRED INFN NOUN
6520,409284510476300288,сессия не за горами а у меня еще нихрена ничего не сделано,сессия не за гора а у я ещё нихрен ничто не сделать,NOUN PRCL PREP NOUN CONJ PREP NPRO PRCL NOUN NPRO PRCL PRTS
6521,409284557897465857,слезы в глазах течет как река течет по щекам разрывая сердце,слеза в глаз течь как река течь по щека разрывать сердце,NOUN PREP NOUN VERB CONJ NOUN VERB PREP NOUN GRND NOUN
6522,409284749736153088,что то у меня сегодня с испанским не клеится,что то у я сегодня с испанский не клеиться,CONJ CONJ PREP NPRO ADVB PREP ADJF PRCL VERB
6523,409284750613164032,поспал часа думала будет лучше лучше не стала еще хуже себя чувствую,поспасть час думать быть хороший хороший не стать ещё плохой себя чувствовать,VERB NOUN VERB VERB COMP COMP PRCL VERB PRCL COMP NPRO VERB
6524,409284791734112256,бля приехал в ашан забыл про день рождения фантастики тьма народу,бля приехать в ашан забыть про день рождение фантастика тьма народ,INTJ VERB PREP NOUN VERB PREP NOUN NOUN NOUN NOUN NOUN
6525,409284794036396034,я тоже не знаюююю печаааааль бида,я тоже не знаююий печаааааль бида,NPRO PRCL PRCL ADJF NOUN NOUN
6526,409284833761058816,марин говорят что мы еще учимся ну суки обида,марин говорить что мы ещё учиться ну сука обида,NOUN VERB CONJ NPRO PRCL VERB PRCL NOUN NOUN
6527,409284836193361920,блин так ждала этих выхов такая волшебная погода собиралась гулять все выхи и надо ж все заболели вот дерьмо удушье у меня,блин так ждать этот вых такой волшебный погода собираться гулять всё вых и надо ж всё заболеть вот дерьмо удушье у я,INTJ CONJ VERB ADJF NOUN ADJF ADJF NOUN VERB INFN PRCL NOUN CONJ PRED PRCL PRCL VERB PRCL NOUN NOUN PREP NPRO
6528,409284896637849600,ох прикроют эти ваши рунеты среднерусским файрволом если и дальше так дело пойдет,ох прикрыть этот ваш рунет среднерусский файрвол если и далёкий так дело пойти,INTJ VERB ADJF ADJF NOUN ADJF NOUN CONJ CONJ COMP CONJ NOUN VERB
6529,409284896935272448,кто самый великий неудачник в мире конечно же я,кто самый великий неудачник в мир конечно же я,NPRO ADJF ADJF NOUN PREP NOUN CONJ PRCL NPRO
6530,409285373026902017,а я не в школе учусь просто мне нельзя пропускать,а я не в школа учиться просто я нельзя пропускать,CONJ NPRO PRCL PREP NOUN VERB PRCL NPRO PRED INFN
6531,409285415972397056,умоляю о молитвах тяжко болящий иерей димитрий молодой многодетный папа уже было инфаркта приступ,умолять о молитва тяжко болящий иерей димитрий молодой многодетный папа уже быть инфаркт приступ,VERB PREP NOUN ADVB ADJF NOUN NOUN ADJF ADJF NOUN ADVB VERB NOUN NOUN
6532,409285475837292544,верхнее эт ад я рыдать ушел,верхний эт ад я рыдать уйти,ADJF None NOUN NPRO INFN VERB
6533,409285526416400384,взгрустнулось по сюру,взгрустнуться по сюра,VERB PREP NOUN
6534,409285893648687104,мне дают не больше,я давать не большой,NPRO VERB PRCL COMP
6535,409285894542077952,не ну если я скажу вы можете понять кто я на самом деле,не ну если я сказать вы мочь понять кто я на самый дело,PRCL PRCL CONJ NPRO VERB NPRO VERB INFN NPRO NPRO PREP ADJF NOUN
6536,409286168573136896,на счету минус оч хочется поболтать с мамой и даже смску кинуть не могу,на счёт минус оч хотеться поболтать с мама и даже смска кинуть не мочь,PREP NOUN CONJ None VERB INFN PREP NOUN CONJ PRCL NOUN INFN PRCL VERB
6537,409286220305285120,жалю подруге из питера пришло,жалить подруга из питер прийти,VERB NOUN PREP NOUN VERB
6538,409286301587083265,блин мой прогноз не оправдался шорт,блин мыть прогноз не оправдаться шорты,INTJ VERB NOUN PRCL VERB NOUN
6539,409286302865973248,из за того что я живу в мухосранске,из за тот что я жить в мухосранск,PREP PREP ADJF CONJ NPRO VERB PREP NOUN
6540,409286345950236672,постоянно как чего замутят то олимпиада то футбол г рят еще олимпиаду хотят а на пенсиях экономить будут,постоянно как что замутить то олимпиада то футбол г рят ещё олимпиада хотеть а на пенсия экономить быть,ADVB CONJ NPRO VERB CONJ NOUN CONJ NOUN NOUN None PRCL NOUN VERB CONJ PREP NOUN INFN VERB
6541,409286476980289536,как же сложно просыпаться,как же сложно просыпаться,CONJ PRCL ADVB INFN
6542,409286566721646592,бляять сегодня офигели стас в армию уходит его уже забирают в он спокойно продолжает учиться и никто в курсе не был,бляять сегодня офигель стас в армия уходить он уже забирать в он спокойно продолжать учиться и никто в курс не быть,NOUN ADVB NOUN NOUN PREP NOUN VERB NPRO ADVB VERB PREP NPRO ADVB VERB INFN CONJ NPRO PREP NOUN PRCL VERB
6543,409286668655411201,открытие гипермаркета лента перенесли на ое едем в метро лента,открытие гипермаркета лента перенести на ое ехать в метро лента,NOUN NOUN NOUN VERB PREP None VERB PREP NOUN NOUN
6544,409286822981033984,не очень ничего друг с другом не сочетается,не очень ничто друг с друг не сочетаться,PRCL ADVB NPRO NOUN PREP NOUN PRCL VERB
6545,409286864416538624,верить людям нельзя в который раз убеждаюсь,верить человек нельзя в который раз убеждаться,INFN NOUN PRED PREP ADJF ADVB VERB
6546,409286952303984640,трудно представить что может поспорить с убогостью айос,трудно представить что мочь поспорить с убогость айос,ADVB INFN CONJ VERB INFN PREP NOUN NOUN
6547,409287038706663424,почитал свои записи на мордокниге сколько же я бреда генерирую,почитать свой запись на мордокнига сколько же я бред генерировать,VERB ADJF NOUN PREP NOUN CONJ PRCL NPRO NOUN VERB
6548,409287124333367296,срочно купить раптор кошмарики налетели,срочно купить раптор кошмарик налететь,ADVB INFN NOUN NOUN VERB
6549,409287170181316608,хочу дозатор для спагетти,хотеть дозатор для спагетти,VERB NOUN PREP NOUN
6550,409287407813419008,искал светлые мужские панталоны как у пьера безухова но нашел только такие панталоны уже не те пичалька,искать светлый мужской панталоны как у пьер безухов но найти только такой панталоны уже не тот пичалька,VERB ADJF ADJF NOUN CONJ PREP NOUN NOUN CONJ VERB ADVB ADJF NOUN ADVB PRCL ADJF NOUN
6551,409287654878879744,эстафета ураина германия франция молодцы девчонки здорово поборолись а наши увы на м это жесть когда уже будут призы биатлон,эстафета ураина германия франция молодец девчонка здорово побороться а наш увы на м это жесть когда уже быть приз биатлон,NOUN NOUN NOUN NOUN NOUN NOUN INTJ VERB CONJ ADJF INTJ PREP NOUN PRCL NOUN CONJ ADVB VERB NOUN NOUN
6552,409287741630066688,блин так обидно просрали,блин так обидно просрали,INTJ CONJ ADVB NOUN
6553,409287828515090432,ну и нахера мне это мегабит когда торренты в пинки качаются,ну и нахер я это мегабит когда торрент в пинок качаться,PRCL CONJ NOUN NPRO PRCL NOUN CONJ NOUN PREP NOUN VERB
6554,409288195294363648,непонятно от чего зависит еще одна уже сутки висит,непонятно от что зависеть ещё один уже сутки висеть,ADVB PREP NPRO VERB PRCL ADJF ADVB NOUN VERB
6555,409288284201046016,где бы в москве достать такое же судя по моему общению с гуглом в библио глобусе нет,где бы в москва достать такой же судить по мой общение с гугл в библио глобус нет,ADVB PRCL PREP NOUN INFN ADJF PRCL GRND PREP ADJF NOUN PREP NOUN PREP NOUN NOUN PRED
6556,409288347413389312,впервые за долгое время матч буду смотреть дома,впервые за долгий время матч быть смотреть дом,ADVB PREP ADJF NOUN NOUN VERB INFN NOUN
6557,409288348369711105,херово это когда ты просыпаешься в выходной тянешься за телефоном и нерв в шее неожиданно защемляет,херовый это когда ты просыпаться в выходной тянуться за телефон и нерв в шея неожиданно защемлять,ADJS PRCL CONJ NPRO VERB PREP ADJF VERB PREP NOUN CONJ NOUN PREP NOUN ADVB VERB
6558,409288493538770944,новый кнорр сделан из мяса овощей,новый кнорра сделать из мясо овощ,ADJF NOUN PRTS PREP NOUN NOUN
6559,409288712661790720,поехала домой и поняла что просрала наушники еще больше грустинка напала,поехать домой и понять что просрало наушник ещё большой грустинк напасть,VERB ADVB CONJ VERB CONJ NOUN NOUN PRCL COMP NOUN VERB
6560,409288713093783552,автору записи переговоров с экипажем разбившегося су грозит тюрьма,автор запись переговоры с экипаж разбиться су грозить тюрьма,NOUN NOUN NOUN PREP NOUN PRTF NOUN VERB NOUN
6561,409288801723219968,грусть печаль меня снедает ибо из за травмы я растяжку потерял печалька,грусть печаль я снедать ибо из за травма я растяжка потерять печалька,NOUN NOUN NPRO VERB CONJ PREP PREP NOUN NPRO NOUN VERB NOUN
6562,409288801727819776,а у нас все тает и превращается в грязь,а у мы всё таять и превращаться в грязь,CONJ PREP NPRO PRCL VERB CONJ VERB PREP NOUN
6563,409288907533332480,думал найти вконакте группу няшные ночные смски но такой нет,думать найти вконакт группа няшный ночное смска но такой нет,VERB INFN NOUN NOUN ADJF NOUN NOUN CONJ ADJF PRED
6564,409288908011089920,велкам ту клаб мы по весне наверное переберемся в новую квартирку ибо спать по ночам оч хочется,вёлка тот клаб мы по весна наверное перебраться в новый квартирка ибо спать по ночь оч хотеться,NOUN ADJF NOUN NPRO PREP NOUN CONJ VERB PREP ADJF NOUN CONJ INFN PREP NOUN None VERB
6565,409289245791363072,блин а я не знала что есть крутые певучие трэйлеры,блин а я не знать что есть крутой певучий трэйлер,INTJ CONJ NPRO PRCL VERB CONJ INFN ADJF ADJF NOUN
6566,409289368592211968,я же сказал что я идиот правда такова как это не печально,я же сказать что я идиот правда таков как это не печально,NPRO PRCL VERB CONJ NPRO NOUN PRCL ADJS CONJ PRCL PRCL ADVB
6567,409289410874970112,не тем даешь пробовать значит,не тем давать пробовать значит,PRCL CONJ VERB INFN CONJ
6568,409289572825448448,даддаддадаададада жаль там жч нет,даддаддадаададад жаль там жч нет,NOUN PRED ADVB None PRED
6569,409289615397650432,и это после таких поистине царских подарков от норвегии и чехии биатлон провал россия,и это после такой поистине царский подарок от норвегия и чехия биатлон провал россия,CONJ PRCL PREP ADJF ADVB ADJF NOUN PREP NOUN CONJ NOUN NOUN NOUN NOUN
6570,409289861841960960,наконец то вышли древние в лостфильмовской озвучке серии очень редко выпускают,наконец то выйти древние в лостфильмовский озвучка серия очень редко выпускать,ADVB CONJ VERB NOUN PREP ADJF NOUN NOUN ADVB ADVB VERB
6571,409290079194992640,еще новости даже сеня про ван ди не читала,ещё новость даже сеня про ван ди не читать,PRCL NOUN PRCL NOUN PREP PRCL PRCL PRCL VERB
6572,409290320116187136,да вот откуда она она кака,да вот откуда она она кака,PRCL PRCL ADVB NPRO NPRO NOUN
6573,409290320481112064,но я просыпаюсь утром а кошка спит у меня на груди слева было,но я просыпаться утром а кошка спать у я на грудь слева быть,CONJ NPRO VERB ADVB CONJ NOUN VERB PREP NPRO PREP NOUN ADVB VERB
6574,409290702632542208,впервые не знаю что делать в субботу ужасный день,впервые не знать что делать в суббота ужасный день,ADVB PRCL VERB CONJ INFN PREP NOUN ADJF NOUN
6575,409290703588851712,а что его убили,а что он убить,CONJ CONJ NPRO VERB
6576,409290929439539200,пока что синее выигрывает а насчет сидеть начинается похудение только будет адекватнее смотреться,пока что синий выигрывать а насчёт сидеть начинаться похудение только быть адекватный смотреться,ADVB CONJ ADJF VERB CONJ PREP INFN VERB NOUN ADVB VERB COMP INFN
6577,409291014365405184,с настюшей сидели вчера у меня дома наболтались я соскучилась уже,с настюшея сидеть вчера у я дом наболтаться я соскучиться уже,PREP NOUN VERB ADVB PREP NPRO NOUN VERB NPRO VERB ADVB
6578,409291056489168896,олег владимирович почему так а где наша страна,олег владимирович почему так а где наш страна,NOUN NOUN ADVB CONJ CONJ ADVB ADJF NOUN
6579,409291338535153664,ну вооот юли дома нету блииин а дома скучно сидеть,ну вооот юли дом нету блииина а дом скучно сидеть,PRCL NOUN NOUN NOUN PRED NOUN CONJ NOUN ADVB INFN
6580,409291396471095296,а у меня украли сумку в амстердами этой ночью пофиг на телефон верните паспорт ну пожалуйста,а у я украсть сумка в амстерд этот ночью пофига на телефон вернуть паспорт ну пожалуйста,CONJ PREP NPRO VERB NOUN PREP NOUN ADJF ADVB NOUN PREP NOUN VERB NOUN PRCL PRCL
6581,409291582920482816,как можно сделать чтобы нетбинс при вызове конструктора например предлагал варианты параметров в скобочках,как можно сделать чтобы нетбинс при вызов конструктор например предлагать вариант параметр в скобочка,CONJ PRED INFN CONJ NOUN PREP NOUN NOUN CONJ VERB NOUN NOUN PREP NOUN
6582,409291629020069888,б же тиньков говорит преценденты несколько раз подряд,б же тиньковы говорить прецендент несколько раз подряд,PRCL PRCL NOUN VERB NOUN ADVB ADVB ADVB
6583,409291672737284096,ну повись же ты в онлайне ну напиши же ты привет нет эты выходныя я без тебя не выдержу,ну повиться же ты в онлайн ну написать же ты привет нет эты выходный я без ты не выдержать,PRCL VERB PRCL NPRO PREP NOUN PRCL VERB PRCL NPRO INTJ PRED None NOUN NPRO PREP NPRO PRCL VERB
6584,409291853285306368,бедного парнишу замуучили,бедный парниша замуучить,ADJF NOUN VERB
6585,409291946096484354,а я уже почти обрадовалась,а я уже почти обрадоваться,CONJ NPRO ADVB ADVB VERB
6586,409291946780536832,видимо мы вчера перетанцевали подвернула ногу,видимо мы вчера перетанцевать подвернуть нога,ADVB NPRO ADVB VERB VERB NOUN
6587,409292042221920256,так не извиняйся это жи плохо шито интернет глючит,так не извиняться это жи плохо шитый интернет глючить,CONJ PRCL VERB PRCL None PRED ADJS NOUN VERB
6588,409292084835667968,у меня ужасно болит горло не могу блиин,у я ужасно болеть горло не мочь блиина,PREP NPRO ADVB VERB NOUN PRCL VERB NOUN
6589,409292167652589568,побыстрее бы домой еще долго ждать этот автобус,быстрый бы домой ещё долго ждать этот автобус,COMP PRCL ADVB PRCL ADVB INFN ADJF NOUN
6590,409292169065664513,вот пиздец баскетбол слажал а так норм я горжусь собой,вот пиздец баскетбол слажало а так норма я гордиться себя,PRCL NOUN NOUN NOUN CONJ CONJ NOUN NPRO VERB NPRO
6591,409292264696213504,и я но мне нужно уходить,и я но я нужно уходить,CONJ NPRO CONJ NPRO PRED INFN
6592,409292310518976512,это самый прекрасный крис остальные крисы фиу,это самый прекрасный крис остальной крис фиу,PRCL ADJF ADJF NOUN ADJF NOUN None
6593,409292398247047168,надоело учиться хочу смотреть дорамы,надоесть учиться хотеть смотреть дорама,VERB INFN VERB INFN NOUN
6594,409292455499288576,спасите меня на меня смотрят чурки я ни хочу так рано умирать ааа,спасти я на я смотреть чурка я ни хотеть так рано умирать ааа,VERB NPRO PREP NPRO VERB NOUN NPRO PRCL VERB CONJ ADVB INFN INTJ
6595,409292644645621760,изменил адрес в фидбурнере всосал все его содержимое и выплюнул в жежежшечку,изменить адрес в фидбурнер всосать всё он содержимое и выплюнуть в жежежшечка,VERB NOUN PREP NOUN VERB PRCL NPRO NOUN CONJ VERB PREP NOUN
6596,409292690325798912,застаивается бедняжка,застаиваться бедняжка,VERB NOUN
6597,409292690678116352,поддерживаю мне даже пришлось звук уведомления отключить,поддерживать я даже прийтись звук уведомление отключить,VERB NPRO PRCL VERB NOUN NOUN INFN
6598,409292732092264448,ну да в четырех номинациях пиздец да,ну да в четыре номинация пиздец да,PRCL PRCL PREP NUMR NOUN NOUN PRCL
6599,409292732554039296,ой блин мне тоже надо спасибо что напомнила,ой блин я тоже надо спасибо что напомнить,INTJ INTJ NPRO PRCL PRED INTJ CONJ VERB
